NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
POSITIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001238	41	40		
REGULATION OF IMMUNE SYSTEM PROCESS%GOBP%GO:0002682	1387		Rejected!	
POSITIVE REGULATION OF NEUTROPHIL MEDIATED KILLING OF SYMBIONT CELL%GOBP%GO:0070961	2		Rejected!	
NEUTROPHIL APOPTOTIC PROCESS%GOBP%GO:0001781	2		Rejected!	
POSITIVE REGULATION OF PROTEIN UBIQUITINATION%GOBP%GO:0031398	86	84		
GLUTAMATE RECEPTOR CLUSTERING%GOBP%GO:0097688	4		Rejected!	
NEGATIVE REGULATION OF PROTEIN AUTOUBIQUITINATION%GOBP%GO:1905524	2		Rejected!	
RESPONSE TO NUTRIENT LEVELS%GOBP%GO:0031667	276		Rejected!	
ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0030218	64	64		
PYRIMIDINE NUCLEOBASE METABOLIC PROCESS%GOBP%GO:0006206	12		Rejected!	
ENDOTHELIAL CELL ACTIVATION%GOBP%GO:0042118	9		Rejected!	
NEGATIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION%GOBP%GO:0033137	7		Rejected!	
PIGMENT GRANULE LOCALIZATION%GOBP%GO:0051875	21	21		
RRNA ACETYLATION%GOBP%GO:1990882	1		Rejected!	
DTTP BIOSYNTHETIC PROCESS%GOBP%GO:0006235	3		Rejected!	
RESPONSE TO MITOCHONDRIAL DEPOLARISATION%GOBP%GO:0098780	5		Rejected!	
NEGATIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION INITIATION%GOBP%GO:2000143	14		Rejected!	
CELLULAR PIGMENTATION%GOBP%GO:0033059	57	57		
CELL MIGRATION INVOLVED IN HEART FORMATION%GOBP%GO:0060974	2		Rejected!	
PYRIMIDINE RIBONUCLEOSIDE CATABOLIC PROCESS%GOBP%GO:0046133	2		Rejected!	
REGULATION OF RESPONSE TO DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:1902153	1		Rejected!	
GDP-FUCOSE IMPORT INTO GOLGI LUMEN%GOBP%GO:0036085	1		Rejected!	
RESPONSE TO MURAMYL DIPEPTIDE%GOBP%GO:0032495	14		Rejected!	
NATURAL KILLER CELL PROLIFERATION%GOBP%GO:0001787	2		Rejected!	
ANIMAL ORGAN FORMATION%GOBP%GO:0048645	13		Rejected!	
NEUROMUSCULAR PROCESS%GOBP%GO:0050905	62	62		
DECIDUALIZATION%GOBP%GO:0046697	12		Rejected!	
RIBOSOMAL LARGE SUBUNIT EXPORT FROM NUCLEUS%GOBP%GO:0000055	6		Rejected!	
NEGATIVE REGULATION OF SISTER CHROMATID COHESION%GOBP%GO:0045875	5		Rejected!	
TRIGLYCERIDE-RICH LIPOPROTEIN PARTICLE REMODELING%GOBP%GO:0034370	9		Rejected!	
GERMINAL CENTER FORMATION%GOBP%GO:0002467	3		Rejected!	
DETECTION OF CALCIUM ION%GOBP%GO:0005513	14		Rejected!	
BRANCHED-CHAIN AMINO ACID CATABOLIC PROCESS%GOBP%GO:0009083	21	21		
BRONCHUS DEVELOPMENT%GOBP%GO:0060433	2		Rejected!	
VIRION ASSEMBLY%GOBP%GO:0019068	34	34		
PROTEIN LOCALIZATION TO MICROVILLUS%GOBP%GO:1904106	2		Rejected!	
LINOLEIC ACID METABOLIC PROCESS%GOBP%GO:0043651	19	19		
POSITIVE REGULATION OF CENTRAL TOLERANCE INDUCTION%GOBP%GO:0002648	1		Rejected!	
REGULATION OF INTRACELLULAR TRANSPORT%GOBP%GO:0032386	234		Rejected!	
REGULATION OF CELL MIGRATION%GOBP%GO:0030334	796		Rejected!	
NEGATIVE REGULATION OF FIBROBLAST MIGRATION%GOBP%GO:0010764	6		Rejected!	
POSITIVE REGULATION OF ACYLGLYCEROL TRANSPORT%GOBP%GO:1901508	2		Rejected!	
SILVER ION TRANSPORT%GOBP%GO:0015673	1		Rejected!	
NEGATIVE REGULATION OF WNT-FRIZZLED-LRP5/6 COMPLEX ASSEMBLY%GOBP%GO:1904723	1		Rejected!	
URETER DEVELOPMENT%GOBP%GO:0072189	7		Rejected!	
MESENCHYMAL-EPITHELIAL CELL SIGNALING%GOBP%GO:0060638	1		Rejected!	
REGULATION OF GLUCAN BIOSYNTHETIC PROCESS%GOBP%GO:0010962	26	26		
POSITIVE REGULATION OF SMOOTH MUSCLE CELL MIGRATION%GOBP%GO:0014911	17	17		
POSITIVE REGULATION OF MEDIATOR COMPLEX ASSEMBLY%GOBP%GO:2001178	1		Rejected!	
PROGESTERONE SECRETION%GOBP%GO:0042701	1		Rejected!	
REGULATION OF BIOMINERAL TISSUE DEVELOPMENT%GOBP%GO:0070167	85	85		
REGULATION OF CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:1903844	123	123		
NEGATIVE REGULATION OF AUTOPHAGY%GOBP%GO:0010507	79	78		
POSITIVE REGULATION OF LONG-TERM SYNAPTIC POTENTIATION%GOBP%GO:1900273	15	15		
ZYGOTE ASYMMETRIC CELL DIVISION%GOBP%GO:0010070	1		Rejected!	
ESTABLISHMENT OF SISTER CHROMATID COHESION%GOBP%GO:0034085	14		Rejected!	
IRON IMPORT INTO CELL%GOBP%GO:0033212	5		Rejected!	
NEGATIVE REGULATION OF LIPID METABOLIC PROCESS%GOBP%GO:0045833	83	82		
CELLULAR RESPONSE TO CHOLESTEROL%GOBP%GO:0071397	12		Rejected!	
MELANOSOME TRANSPORT%GOBP%GO:0032402	17	17		
NEURON PROJECTION MORPHOGENESIS%GOBP%GO:0048812	337		Rejected!	
SYNAPTIC VESICLE ENDOSOMAL PROCESSING%GOBP%GO:0099532	4		Rejected!	
REGULATION OF INTRACELLULAR STEROL TRANSPORT%GOBP%GO:0032380	8		Rejected!	
BIOSYNTHETIC PROCESS OF ANTIBACTERIAL PEPTIDES ACTIVE AGAINST GRAM-NEGATIVE BACTERIA%GOBP%GO:0002812	1		Rejected!	
POSITIVE REGULATION OF RIBOSOMAL SUBUNIT EXPORT FROM NUCLEUS%GOBP%GO:2000202	1		Rejected!	
NUCLEOSIDE PHOSPHATE CATABOLIC PROCESS%GOBP%GO:1901292	103	103		
COLUMNAR/CUBOIDAL EPITHELIAL CELL DEVELOPMENT%GOBP%GO:0002066	3		Rejected!	
GLIAL CELL-DERIVED NEUROTROPHIC FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0035860	13		Rejected!	
MESANGIAL CELL DEVELOPMENT%GOBP%GO:0072143	3		Rejected!	
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, 3'-5' EXONUCLEOLYTIC NONSENSE-MEDIATED DECAY%GOBP%GO:0070478	3		Rejected!	
FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0008543	38	38		
SPERMATID NUCLEUS ELONGATION%GOBP%GO:0007290	2		Rejected!	
PEPTIDYL-PROLINE HYDROXYLATION%GOBP%GO:0019511	4		Rejected!	
POSITIVE REGULATION OF CELL-SUBSTRATE JUNCTION ORGANIZATION%GOBP%GO:0150117	26	26		
PROTON MOTIVE FORCE-DRIVEN ATP SYNTHESIS%GOBP%GO:0015986	70	60		
ALANYL-TRNA AMINOACYLATION%GOBP%GO:0006419	2		Rejected!	
CYTOPLASMIC ACTIN-BASED CONTRACTION INVOLVED IN CELL MOTILITY%GOBP%GO:0060327	3		Rejected!	
PIRNA-MEDIATED HETEROCHROMATIN FORMATION%GOBP%GO:0140966	12		Rejected!	
PROLINE TRANSPORT%GOBP%GO:0015824	9		Rejected!	
POSITIVE REGULATION OF RECEPTOR SIGNALING PATHWAY VIA STAT%GOBP%GO:1904894	46	45		
CELLULAR RESPONSE TO HISTAMINE%GOBP%GO:0071420	6		Rejected!	
NEGATIVE REGULATION OF SERINE-TYPE PEPTIDASE ACTIVITY%GOBP%GO:1902572	1		Rejected!	
FORMIN-NUCLEATED ACTIN CABLE ORGANIZATION%GOBP%GO:0110009	3		Rejected!	
TOLL-LIKE RECEPTOR 3 SIGNALING PATHWAY%GOBP%GO:0034138	12		Rejected!	
INTERLEUKIN-13-MEDIATED SIGNALING PATHWAY%GOBP%GO:0035772	5		Rejected!	
MEGAKARYOCYTE DEVELOPMENT%GOBP%GO:0035855	11		Rejected!	
NEGATIVE REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000402	14		Rejected!	
OVARIAN FOLLICLE DEVELOPMENT%GOBP%GO:0001541	24	24		
CELL JUNCTION ASSEMBLY%GOBP%GO:0034329	236		Rejected!	
NEGATIVE REGULATION OF ALDOSTERONE BIOSYNTHETIC PROCESS%GOBP%GO:0032348	4		Rejected!	
MONOSACCHARIDE CATABOLIC PROCESS%GOBP%GO:0046365	44	43		
CELLULAR RESPONSE TO GROWTH HORMONE STIMULUS%GOBP%GO:0071378	23	23		
REGULATION OF T CELL ACTIVATION%GOBP%GO:0050863	316		Rejected!	
NEGATIVE REGULATION OF SIGNALING%GOBP%GO:0023057	1224		Rejected!	
CIS ASSEMBLY OF PRE-CATALYTIC SPLICEOSOME%GOBP%GO:0000354	2		Rejected!	
CARDIAC VASCULAR SMOOTH MUSCLE CELL DEVELOPMENT%GOBP%GO:0060948	2		Rejected!	
NEGATIVE REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION%GOBP%GO:0051481	9		Rejected!	
REGULATION OF CENTRIOLE-CENTRIOLE COHESION%GOBP%GO:0030997	3		Rejected!	
NEGATIVE REGULATION OF LIPID TRANSPORT%GOBP%GO:0032369	23	23		
PROXIMAL/DISTAL PATTERN FORMATION INVOLVED IN NEPHRON DEVELOPMENT%GOBP%GO:0072047	1		Rejected!	
TUBE DEVELOPMENT%GOBP%GO:0035295	414		Rejected!	
DEATH-INDUCING SIGNALING COMPLEX ASSEMBLY%GOBP%GO:0071550	1		Rejected!	
POSITIVE REGULATION OF CELL-MATRIX ADHESION%GOBP%GO:0001954	46	46		
SPERMATOGENESIS%GOBP%GO:0007283	435		Rejected!	
REGULATION OF INTEGRIN-MEDIATED SIGNALING PATHWAY%GOBP%GO:2001044	22	22		
HIPPOCAMPUS DEVELOPMENT%GOBP%GO:0021766	23	23		
POSITIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045089	284		Rejected!	
PYRIMIDINE RIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009174	4		Rejected!	
PROTEIN KINASE C DEACTIVATION%GOBP%GO:0042313	1		Rejected!	
HEME TRANSMEMBRANE TRANSPORT%GOBP%GO:0035351	2		Rejected!	
NON-PROTEINOGENIC AMINO ACID CATABOLIC PROCESS%GOBP%GO:0170044	14		Rejected!	
PROLACTIN SECRETING CELL DIFFERENTIATION%GOBP%GO:0060127	1		Rejected!	
POLY(A)-DEPENDENT SNORNA 3'-END PROCESSING%GOBP%GO:0071051	8		Rejected!	
FRUCTOSE 1,6-BISPHOSPHATE METABOLIC PROCESS%GOBP%GO:0030388	6		Rejected!	
CELLULAR RESPONSE TO NITROSATIVE STRESS%GOBP%GO:0071500	2		Rejected!	
ACETYLCHOLINE UPTAKE%GOBP%GO:0051630	1		Rejected!	
POSITIVE REGULATION OF INTERLEUKIN-12 PRODUCTION%GOBP%GO:0032735	33	33		
GLAND DEVELOPMENT%GOBP%GO:0048732	129	127		
OVULATION CYCLE%GOBP%GO:0042698	21	21		
NEGATIVE REGULATION OF MESENCHYMAL CELL APOPTOTIC PROCESS%GOBP%GO:2001054	4		Rejected!	
EYE PIGMENT GRANULE ORGANIZATION%GOBP%GO:0008057	1		Rejected!	
REGULATION OF MEMBRANE PROTEIN ECTODOMAIN PROTEOLYSIS%GOBP%GO:0051043	24	24		
POSITIVE REGULATION OF ADENYLATE CYCLASE-ACTIVATING ADRENERGIC RECEPTOR SIGNALING PATHWAY%GOBP%GO:0071879	1		Rejected!	
1-PHOSPHATIDYL-1D-MYO-INOSITOL 3,5-BISPHOSPHATE METABOLIC PROCESS%GOBP%GO:1903100	3		Rejected!	
ALPHA-LINOLENIC ACID METABOLIC PROCESS%GOBP%GO:0036109	10		Rejected!	
CARBOHYDRATE HOMEOSTASIS%GOBP%GO:0033500	136	136		
RNA SPLICING%GOBP%GO:0008380	311		Rejected!	
REGULATION OF T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL%GOBP%GO:2001188	6		Rejected!	
REGULATION OF VITAMIN METABOLIC PROCESS%GOBP%GO:0030656	8		Rejected!	
AMMON GYRUS DEVELOPMENT%GOBP%GO:0021541	1		Rejected!	
REGULATION OF MITOCHONDRIAL ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:1905446	6		Rejected!	
ORGANOFLUORINE METABOLIC PROCESS%GOBP%GO:0090346	2		Rejected!	
REGULATION OF HISTAMINE SECRETION BY MAST CELL%GOBP%GO:1903593	4		Rejected!	
POSITIVE REGULATION OF T CELL DIFFERENTIATION%GOBP%GO:0045582	89	89		
RNA EXON LIGATION%GOBP%GO:0000378	3		Rejected!	
MISMATCH REPAIR%GOBP%GO:0006298	26	26		
CENTROMERIC SISTER CHROMATID COHESION%GOBP%GO:0070601	10		Rejected!	
REGULATION OF NON-CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:2000050	20	20		
NEUROTRANSMITTER SECRETION%GOBP%GO:0007269	67	67		
GLOMERULUS DEVELOPMENT%GOBP%GO:0032835	38	38		
NEGATIVE REGULATION OF INTERLEUKIN-17 PRODUCTION%GOBP%GO:0032700	11		Rejected!	
MODULATION OF MICROTUBULE CYTOSKELETON INVOLVED IN CEREBRAL CORTEX RADIAL GLIA GUIDED MIGRATION%GOBP%GO:0021815	2		Rejected!	
NEGATIVE REGULATION OF CIRCADIAN SLEEP/WAKE CYCLE, REM SLEEP%GOBP%GO:0042322	2		Rejected!	
POSITIVE REGULATION OF CARTILAGE DEVELOPMENT%GOBP%GO:0061036	18	18		
ENDOCARDIAL CELL FATE COMMITMENT%GOBP%GO:0060957	1		Rejected!	
SYMBIONT ENTRY INTO HOST%GOBP%GO:0044409	43	43		
RESPIRATORY CHAIN COMPLEX IV ASSEMBLY%GOBP%GO:0008535	31	30		
REGULATION OF GASTRIN-INDUCED GASTRIC ACID SECRETION%GOBP%GO:1903639	1		Rejected!	
REGULATION OF MHC CLASS I BIOSYNTHETIC PROCESS%GOBP%GO:0045343	7		Rejected!	
RESPONSE TO ISOQUINOLINE ALKALOID%GOBP%GO:0014072	5		Rejected!	
REGULATION OF TRANSLATIONAL INITIATION IN RESPONSE TO STARVATION%GOBP%GO:0071262	1		Rejected!	
REGULATION OF CIRCULATING FIBRINOGEN LEVELS%GOBP%GO:0044537	1		Rejected!	
TRACHEA DEVELOPMENT%GOBP%GO:0060438	3		Rejected!	
RIBONUCLEOPROTEIN COMPLEX BIOGENESIS%GOBP%GO:0022613	424		Rejected!	
CELL-SUBSTRATE ADHESION%GOBP%GO:0031589	155	153		
TRANS-SYNAPTIC SIGNALING BY LIPID%GOBP%GO:0099541	1		Rejected!	
CELL FATE COMMITMENT INVOLVED IN PATTERN SPECIFICATION%GOBP%GO:0060581	3		Rejected!	
NUCLEOTIDE-EXCISION REPAIR, PREINCISION COMPLEX ASSEMBLY%GOBP%GO:0006294	1		Rejected!	
FORMATION OF ANATOMICAL BOUNDARY%GOBP%GO:0048859	1		Rejected!	
REGULATION OF PLASMACYTOID DENDRITIC CELL CYTOKINE PRODUCTION%GOBP%GO:0002736	1		Rejected!	
NEGATIVE REGULATION OF NEUROTRANSMITTER UPTAKE%GOBP%GO:0051581	3		Rejected!	
SHORT-TERM MEMORY%GOBP%GO:0007614	5		Rejected!	
PHOSPHORUS METABOLIC PROCESS%GOBP%GO:0006793	1239		Rejected!	
MEIOTIC DNA DOUBLE-STRAND BREAK FORMATION%GOBP%GO:0042138	8		Rejected!	
AMMONIUM HOMEOSTASIS%GOBP%GO:0097272	8		Rejected!	
NEGATIVE REGULATION OF DNA-TEMPLATED DNA REPLICATION%GOBP%GO:2000104	15	15		
PLASMA MEMBRANE RAFT ASSEMBLY%GOBP%GO:0044854	6		Rejected!	
RESPONSE TO MONOSACCHARIDE%GOBP%GO:0034284	63	63		
POSITIVE REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:1901970	21	21		
DENDRITIC CELL DENDRITE ASSEMBLY%GOBP%GO:0097026	1		Rejected!	
REGULATION OF HYDROGEN SULFIDE BIOSYNTHETIC PROCESS%GOBP%GO:1904826	1		Rejected!	
NUCLEOBASE-CONTAINING SMALL MOLECULE CATABOLIC PROCESS%GOBP%GO:0034656	14		Rejected!	
NEGATIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030512	81	81		
PROTEIN LOCALIZATION TO PLASMA MEMBRANE RAFT%GOBP%GO:0044860	5		Rejected!	
VIRAL TRANSLATIONAL TERMINATION-REINITIATION%GOBP%GO:0075525	5		Rejected!	
ORGANOPHOSPHATE CATABOLIC PROCESS%GOBP%GO:0046434	150	149		
CRANIAL NERVE STRUCTURAL ORGANIZATION%GOBP%GO:0021604	8		Rejected!	
NEUTROPHIL EXTRAVASATION%GOBP%GO:0072672	6		Rejected!	
REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002703	197	195		
REGULATION OF IMMUNE COMPLEX CLEARANCE BY MONOCYTES AND MACROPHAGES%GOBP%GO:0090264	3		Rejected!	
MAINTENANCE OF PROTEIN LOCATION IN MITOCHONDRION%GOBP%GO:0072656	4		Rejected!	
REGULATION OF PROTEIN LINEAR POLYUBIQUITINATION%GOBP%GO:1902528	2		Rejected!	
METANEPHRIC MESENCHYMAL CELL PROLIFERATION INVOLVED IN METANEPHROS DEVELOPMENT%GOBP%GO:0072136	2		Rejected!	
PEPTIDYL-LYSINE DEACETYLATION%GOBP%GO:0034983	3		Rejected!	
ENDODERM DEVELOPMENT%GOBP%GO:0007492	52	52		
SPHINGOLIPID CATABOLIC PROCESS%GOBP%GO:0030149	39	38		
POSITIVE REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL COSTIMULATION%GOBP%GO:1900281	1		Rejected!	
PLATELET ACTIVATION%GOBP%GO:0030168	79	79		
POSITIVE REGULATION OF CARDIOLIPIN METABOLIC PROCESS%GOBP%GO:1900210	1		Rejected!	
MEIOTIC ATTACHMENT OF TELOMERE TO NUCLEAR ENVELOPE%GOBP%GO:0070197	3		Rejected!	
POSITIVE REGULATION OF RECEPTOR CLUSTERING%GOBP%GO:1903911	8		Rejected!	
TRANSFERRIN TRANSPORT%GOBP%GO:0033572	11		Rejected!	
REGULATION OF MITOTIC CENTROSOME SEPARATION%GOBP%GO:0046602	8		Rejected!	
REGULATION OF HEPATOCYTE GROWTH FACTOR PRODUCTION%GOBP%GO:0032646	1		Rejected!	
NEGATIVE REGULATION OF COLD-INDUCED THERMOGENESIS%GOBP%GO:0120163	48	48		
RENAL VESICLE PROGENITOR CELL DIFFERENTIATION%GOBP%GO:0072184	1		Rejected!	
SKIN DEVELOPMENT%GOBP%GO:0043588	138	138		
POLYSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0000271	17	17		
LUNG EPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0060487	4		Rejected!	
POSITIVE REGULATION OF TYPE II INTERFERON PRODUCTION%GOBP%GO:0032729	69	69		
DNA INTEGRITY CHECKPOINT SIGNALING%GOBP%GO:0031570	101	101		
SPERMINE BIOSYNTHETIC PROCESS%GOBP%GO:0006597	2		Rejected!	
SPERMINE TRANSPORT%GOBP%GO:0000296	3		Rejected!	
CELL DIFFERENTIATION IN SPINAL CORD%GOBP%GO:0021515	15	15		
PROTEIN POLYGLUTAMYLATION%GOBP%GO:0018095	9		Rejected!	
NEGATIVE REGULATION OF LEUKOCYTE ADHESION TO ARTERIAL ENDOTHELIAL CELL%GOBP%GO:1904998	1		Rejected!	
POSITIVE REGULATION OF UBIQUITIN-DEPENDENT ENDOCYTOSIS%GOBP%GO:2000397	1		Rejected!	
ACTIN FILAMENT UNCAPPING%GOBP%GO:0051695	2		Rejected!	
NEGATIVE REGULATION OF CELL CHEMOTAXIS TO FIBROBLAST GROWTH FACTOR%GOBP%GO:1904848	1		Rejected!	
MUSCLE CELL PROLIFERATION%GOBP%GO:0033002	8		Rejected!	
SUBSTANTIA NIGRA DEVELOPMENT%GOBP%GO:0021762	41	41		
ENDOSOME TO LYSOSOME TRANSPORT%GOBP%GO:0008333	64	64		
DOPAMINE TRANSPORT%GOBP%GO:0015872	10		Rejected!	
NEGATIVE REGULATION OF ENDOTHELIAL CELL MIGRATION%GOBP%GO:0010596	51	51		
PROTEIN LOCALIZATION TO CHROMATIN%GOBP%GO:0071168	33	33		
MEIOTIC SPINDLE CHECKPOINT SIGNALING%GOBP%GO:0044779	2		Rejected!	
GPI ANCHORED PROTEIN BIOSYNTHESIS%GOBP%GO:0180046	30	30		
UBIQUINONE BIOSYNTHETIC PROCESS%GOBP%GO:0006744	17	17		
MAINTENANCE OF APICAL/BASAL CELL POLARITY%GOBP%GO:0035090	5		Rejected!	
POSITIVE REGULATION OF ANAPHASE-PROMOTING COMPLEX-DEPENDENT CATABOLIC PROCESS%GOBP%GO:1905786	4		Rejected!	
REGULATION OF SUBSTRATE-DEPENDENT CELL MIGRATION, CELL ATTACHMENT TO SUBSTRATE%GOBP%GO:1904235	1		Rejected!	
POSITIVE REGULATION OF ANTIBACTERIAL PEPTIDE PRODUCTION%GOBP%GO:0002803	2		Rejected!	
NEGATIVE REGULATION OF ZINC ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0071583	1		Rejected!	
REGULATION OF EXCRETION%GOBP%GO:0044062	7		Rejected!	
POSITIVE REGULATION OF URINE VOLUME%GOBP%GO:0035810	6		Rejected!	
VESICLE DOCKING%GOBP%GO:0048278	53	53		
REGULATION OF VESICLE FUSION%GOBP%GO:0031338	30	30		
ISOLEUCINE TRANSPORT%GOBP%GO:0015818	5		Rejected!	
T CELL MEDIATED CYTOTOXICITY%GOBP%GO:0001913	7		Rejected!	
REGULATION OF PRESYNAPSE ASSEMBLY%GOBP%GO:1905606	17	17		
PHENYLETHYLAMINE METABOLIC PROCESS%GOBP%GO:0042443	2		Rejected!	
HOST-MEDIATED SUPPRESSION OF VIRAL TRANSCRIPTION%GOBP%GO:0043922	12		Rejected!	
RESPONSE TO GRANULOCYTE MACROPHAGE COLONY-STIMULATING FACTOR%GOBP%GO:0097012	6		Rejected!	
ESTABLISHMENT OF MEIOTIC SPINDLE ORIENTATION%GOBP%GO:0051296	4		Rejected!	
REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING%GOBP%GO:2001032	25	25		
ASCENDING AORTA DEVELOPMENT%GOBP%GO:0035905	4		Rejected!	
NEGATIVE REGULATION OF CELL PROJECTION ORGANIZATION%GOBP%GO:0031345	118	118		
CELLULAR RESPONSE TO OXYGEN RADICAL%GOBP%GO:0071450	15		Rejected!	
METANEPHRIC CAPSULE SPECIFICATION%GOBP%GO:0072267	1		Rejected!	
EYE PHOTORECEPTOR CELL DEVELOPMENT%GOBP%GO:0042462	20	20		
NEGATIVE REGULATION OF RNA SPLICING%GOBP%GO:0033119	32	32		
REGULATION OF PHOSPHATIDYLCHOLINE CATABOLIC PROCESS%GOBP%GO:0010899	3		Rejected!	
TRANSLATIONAL TERMINATION%GOBP%GO:0006415	11		Rejected!	
REGULATION OF SKELETAL MUSCLE SATELLITE CELL PROLIFERATION%GOBP%GO:0014842	8		Rejected!	
NEGATIVE REGULATION OF RDNA HETEROCHROMATIN FORMATION%GOBP%GO:0061188	2		Rejected!	
REGULATION OF COLD-INDUCED THERMOGENESIS%GOBP%GO:0120161	150	150		
DORSAL SPINAL CORD DEVELOPMENT%GOBP%GO:0021516	6		Rejected!	
NEGATIVE REGULATION OF RECEPTOR INTERNALIZATION%GOBP%GO:0002091	14		Rejected!	
NEGATIVE REGULATION OF PENTOSE-PHOSPHATE SHUNT%GOBP%GO:1905856	2		Rejected!	
PEPTIDYL-CYSTEINE METHYLATION%GOBP%GO:0018125	1		Rejected!	
LIMB EPIDERMIS DEVELOPMENT%GOBP%GO:0060887	1		Rejected!	
RESPIRATORY ELECTRON TRANSPORT CHAIN%GOBP%GO:0022904	83	70		
REGULATION OF METALLOPEPTIDASE ACTIVITY%GOBP%GO:1905048	3		Rejected!	
REGULATION OF TRANSLATIONAL INITIATION BY EIF2 ALPHA PHOSPHORYLATION%GOBP%GO:0010998	1		Rejected!	
POSITIVE REGULATION OF ENDODEOXYRIBONUCLEASE ACTIVITY%GOBP%GO:0032079	1		Rejected!	
EYE PIGMENTATION%GOBP%GO:0048069	3		Rejected!	
N-TERMINAL PEPTIDYL-L-CYSTEINE N-PALMITOYLATION%GOBP%GO:0018009	1		Rejected!	
REGULATION OF CELLULAR PH REDUCTION%GOBP%GO:0032847	3		Rejected!	
AUTOSOME GENOMIC IMPRINTING%GOBP%GO:0141068	1		Rejected!	
NEGATIVE REGULATION OF CALCIUM ION-DEPENDENT EXOCYTOSIS%GOBP%GO:0045955	6		Rejected!	
DENTATE GYRUS DEVELOPMENT%GOBP%GO:0021542	7		Rejected!	
CELL MIGRATION INVOLVED IN HEART DEVELOPMENT%GOBP%GO:0060973	9		Rejected!	
DIHYDROFOLATE METABOLIC PROCESS%GOBP%GO:0046452	2		Rejected!	
NEGATIVE REGULATION OF VOLTAGE-GATED CALCIUM CHANNEL ACTIVITY%GOBP%GO:1901386	6		Rejected!	
SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002208	17	17		
REGULATION OF CILIUM MOVEMENT%GOBP%GO:0003352	36	35		
ENERGY RESERVE METABOLIC PROCESS%GOBP%GO:0006112	42	42		
RESPONSE TO FLUID SHEAR STRESS%GOBP%GO:0034405	47	47		
INTRACILIARY RETROGRADE TRANSPORT%GOBP%GO:0035721	19	19		
NEGATIVE REGULATION OF SECRETION%GOBP%GO:0051048	109	108		
BRAIN DEVELOPMENT%GOBP%GO:0007420	390		Rejected!	
NEGATIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902750	68	68		
POSITIVE REGULATION OF DOPAMINE BIOSYNTHETIC PROCESS%GOBP%GO:1903181	1		Rejected!	
NEUTROPHIL EXTRACELLULAR TRAP FORMATION%GOBP%GO:0140645	3		Rejected!	
D-SERINE CATABOLIC PROCESS%GOBP%GO:0036088	1		Rejected!	
MONOCARBOXYLIC ACID METABOLIC PROCESS%GOBP%GO:0032787	409		Rejected!	
REGULATION OF BEHAVIORAL FEAR RESPONSE%GOBP%GO:2000822	5		Rejected!	
NEGATIVE REGULATION OF ADAPTIVE IMMUNE MEMORY RESPONSE%GOBP%GO:1905675	2		Rejected!	
NEGATIVE REGULATION OF CHOLESTEROL METABOLIC PROCESS%GOBP%GO:0090206	7		Rejected!	
ENSHEATHMENT OF NEURONS%GOBP%GO:0007272	63	63		
STRESS FIBER ASSEMBLY%GOBP%GO:0043149	16	16		
NEGATIVE REGULATION OF DOPAMINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0060160	2		Rejected!	
LUNG GROWTH%GOBP%GO:0060437	2		Rejected!	
REGULATION PROTEIN CATABOLIC PROCESS AT SYNAPSE%GOBP%GO:0140250	1		Rejected!	
SELENOCYSTEINE INCORPORATION%GOBP%GO:0001514	7		Rejected!	
ACTIVATION OF BLOOD COAGULATION VIA CLOTTING CASCADE%GOBP%GO:0002543	2		Rejected!	
